Iteration,Simulation,Result,X0,X1
94,0,-2.2880197599498135,2.657358433873621,0.0
95,0,-2.287995343014727,2.6571606955235154,0.0
96,0,-2.2879736250794274,2.6569786768544343,0.0
97,0,-2.287951691504416,2.656788338099505,0.0
98,0,-2.2879312929591182,2.6566047909012553,0.0
99,0,-2.2879120554299166,2.6564252601927056,0.0
100,0,-2.2878934230977723,2.6562447267658587,0.0
101,0,-2.287876924111487,2.656078755115501,0.0
102,0,-2.287859902153285,2.65590077173413,0.0
103,0,-2.28784454184306,2.6557335459853717,0.0
104,0,-2.287830282185609,2.655571962492549,0.0
105,0,-2.2878169283814374,2.6554143977411324,0.0
106,0,-2.2878042971810744,2.6552590738530824,0.0
107,0,-2.2877927849198145,2.655111483770223,0.0
108,0,-2.2877819151270273,2.654966148340185,0.0
109,0,-2.2877731055485455,2.6548435453262504,0.0
110,0,-2.287762804162862,2.654693971463203,0.0
111,0,-2.287754263018065,2.654564186549669,0.0
112,0,-2.287746369832591,2.654438927681787,0.0
113,0,-2.287738884826852,2.654314760351424,0.0
114,0,-2.2877319477056153,2.6541943266618104,0.0
115,0,-2.2877263833505173,2.6540934799150264,0.0
116,0,-2.287720592735549,2.6539839567360803,0.0
117,0,-2.2877154893560583,2.653883029816333,0.0
118,0,-2.2877107798534277,2.6537857116490593,0.0
119,0,-2.2877063315996575,2.653689581384006,0.0
120,0,-2.287702508163811,2.65360322221329,0.0
121,0,-2.2876987398482753,2.6535142472802757,0.0
122,0,-2.2876954737706483,2.6534335913911473,0.0
123,0,-2.2876924253533106,2.6533549191274615,0.0
124,0,-2.2876895601498126,2.6532775623575793,0.0
125,0,-2.287687210968276,2.6532113240111976,0.0
126,0,-2.2876847167510483,2.6531378233328455,0.0
127,0,-2.2876826001389334,2.65307252392538,0.0
128,0,-2.2876807222457325,2.6530120163377724,0.0
129,0,-2.2876789144120986,2.6529511589260184,0.0
130,0,-2.287677311345702,2.6528947554753066,0.0
131,0,-2.2876758161298265,2.6528397869757363,0.0
132,0,-2.2870301514185982,2.6606200722620157,0.08098506659728
133,0,-2.2872334976479465,2.648143096418935,0.05007962798638968
134,0,-2.2872281324005783,2.6505245741358188,0.044514280792295496
135,0,-2.2872676377151775,2.651433837296501,0.041754368573058954
136,0,-2.287301331742767,2.65196207923382,0.03993661169461956
137,0,-2.2873285110437798,2.65228601582033,0.038582652895477854
138,0,-2.287349933898016,2.652526519140246,0.037561959025959706
139,0,-2.287367576427633,2.6526946611515383,0.03671736796431939
140,0,-2.2873824060060004,2.6528348102228048,0.036020363404596197
141,0,-2.287395047220522,2.652931602848751,0.03539739711829654
142,0,-2.2874057325418327,2.6530152851116777,0.03487608040235527
143,0,-2.287414747462773,2.653086063856607,0.03443834581606857
144,0,-2.28742244276345,2.6531361647142067,0.034044306804216745
145,0,-2.2874294177068695,2.653180478529527,0.03368399496986696
146,0,-2.2874354006879067,2.6532177556589067,0.03337251350065379
147,0,-2.287440618535872,2.6532398769228096,0.03307608605396396
148,0,-2.287445719602005,2.653276807083837,0.032820811085856216
149,0,-2.287449475524882,2.653280827916933,0.032576692859419144
150,0,-2.287453504888639,2.65330384937635,0.03235862120387035
151,0,-2.287456305066387,2.653307641678076,0.03217629439754206
152,0,-2.287459379889329,2.65331240627665,0.031976421337840566
153,0,-2.2874623919049566,2.6533325221219055,0.03181867381072964
154,0,-2.287464577181003,2.653316138480455,0.031624813869381624
155,0,-2.2874668201595876,2.6533315027781144,0.03150713885468687
156,0,-2.2874687336833603,2.653328235047073,0.03136426086194195
157,0,-2.2874701938118824,2.6533233756494563,0.031248691784234263
158,0,-2.287471669255938,2.653322574663839,0.031142144772073263
159,0,-2.287472253757425,2.6533154016284706,0.031082081693496667
160,0,-2.2874741178239826,2.65331039085927,0.030936327473436356
161,0,-2.287473045004771,2.6532648893657935,0.030896679455956633
162,0,-2.2874767664828375,2.653312237659551,0.030751435237646996
163,0,-2.287476761512984,2.653283987666694,0.03067862836935767
164,0,-2.287477011375784,2.6532799139793886,0.030650162334258838
165,0,-2.2874781321727697,2.6532702966326696,0.03054457890731375
166,0,-2.2874789286321615,2.6532647171978687,0.030472621983078447
167,0,-2.287479258580598,2.653253146396682,0.030419155280894762
168,0,-2.2874792451916153,2.6532289320882,0.03035891132633112
169,0,-2.2874791545653927,2.6532097239534274,0.030317528934955124
170,0,-2.287479826186936,2.6532072026756715,0.030262269011123978
171,0,-2.287479678225357,2.6531895532590046,0.030229439509712897
172,0,-2.2874800502944708,2.6531907152112413,0.03020509088611157
173,0,-2.287479192182292,2.653146859306677,0.030161321478763936
174,0,-2.287479195736618,2.653137103728837,0.03013773946126656
175,0,-2.2874782005581524,2.653120650277309,0.030171698831513848
176,0,-2.287478205332499,2.653101124295029,0.03012564005805212
177,0,-2.2874775579788507,2.6530653147060135,0.03009080975334166
178,0,-2.287478942387753,2.653077216946887,0.03001617850360341
179,0,-2.2874787318064076,2.6530546846415253,0.029980303296413116
180,0,-2.287479563018811,2.653056944463806,0.02992408077997798
181,0,-2.2874772823918246,2.6530167112383647,0.030002360178197417
182,0,-2.2874776687070346,2.6530217363030797,0.029984969878137833
183,0,-2.2874757208583736,2.652977897026499,0.03003319074426181
184,0,-2.2874769160207293,2.6529785555850816,0.029946481008980345
185,0,-2.2874752847982935,2.6529510114081662,0.030008420772375262
186,0,-2.287475500578738,2.652944351967539,0.029978587067150075
187,0,-2.2874749159749257,2.6529083331468697,0.029947579075096625
188,0,-2.2874739896326695,2.6528907250851135,0.029980463228125996
189,0,-2.2874731490429916,2.652880022341399,0.030021133872284635
190,0,-2.287474468765387,2.652851173346157,0.02986704125448936
191,0,-2.287472819231343,2.652846036603357,0.029979033603665363
192,0,-2.2874712215330995,2.6528328677174544,0.03007152765004201
193,0,-2.2874719505788224,2.6528138071990464,0.029981818352494062
194,0,-2.287469862658048,2.652781289247982,0.030075583164912847
195,0,-2.2874691884815626,2.6527538369831003,0.0300758802164428
196,0,-2.2874698681681984,2.6527659700943276,0.030047504381072353
197,0,-2.2874689292003554,2.652746097464675,0.03008127498413973
198,0,-2.2874683196754786,2.652747986449591,0.030129400080996606
199,0,-2.2874659890257285,2.6526851342951074,0.03019299652702473
200,0,-2.2874659013834644,2.6526382356359157,0.030123406740736425
201,0,-2.287464857853796,2.6526576011283516,0.03023088668697792
202,0,-2.2874656629556096,2.6526395408447625,0.03014298983225948
203,0,-2.287463996603785,2.6526285072204554,0.030247765020584814
204,0,-2.2874638009354733,2.652618650081839,0.030246755810562825
205,0,-2.2874618669345583,2.6525648310185184,0.0303072930936104
206,0,-2.287461764648687,2.6525755634232113,0.030330495428736476
207,0,-2.2874626304978007,2.652591210419469,0.030290532080888315
208,0,-2.2874618084610274,2.6525619227013753,0.0303073308089381
209,0,-2.2874592617908336,2.6525238821927926,0.030438959467569915
210,0,-2.2874586960696206,2.6525229175355105,0.03047874778625472
211,0,-2.287460396911455,2.6524787503143723,0.03029509059000483
212,0,-2.2874555137996997,2.6524485118863854,0.030611185630668936
213,0,-2.287454078341515,2.652422447350455,0.03068268800739567
214,0,-2.287452335016092,2.652454800005903,0.030848187075835386
215,0,-2.2874514685284653,2.6523796379228957,0.03082024123223045
216,0,-2.2874527731830034,2.652406714846114,0.030757899685463195
217,0,-2.2874511778342352,2.6523535353780887,0.030811874049188125
218,0,-2.2874499690556456,2.652343912791608,0.03088816959159421
219,0,-2.2874492052588176,2.6522980322789733,0.03089492834587118
220,0,-2.287446292698216,2.652270448893387,0.03107601118981081
221,0,-2.287447627055247,2.6523147139841092,0.031024905288382355
222,0,-2.2874446854298305,2.6522592488585017,0.031179778375240552
223,0,-2.2874439781740876,2.6522193463397388,0.031193764192764498
224,0,-2.2874482101716063,2.6523070314194683,0.03097534171777443
225,0,-2.2874402750952467,2.652211093198398,0.031448623112109476
226,0,-2.2874406783607455,2.6521930284327793,0.031404939807734816
227,0,-2.2874370439646823,2.6521070573835654,0.03159520916269353
228,0,-2.2874361440205524,2.652126570974887,0.03167207357744987
229,0,-2.2874342171700794,2.6520858144330846,0.03177865631095604
230,0,-2.287432272871068,2.6521070675232576,0.03192822899841767
231,0,-2.287430752208075,2.652045570182282,0.031994516020112794
232,0,-2.2874244801207646,2.6519914633663464,0.03239702196659968
233,0,-2.2874273566499617,2.6519638520258835,0.03218616419703039
234,0,-2.2874246797832134,2.6519582486447986,0.0323675423798874
235,0,-2.2874218605453014,2.651925129614167,0.03254612787743105
236,0,-2.2874124270157448,2.6518973332009854,0.03317256909953548
237,0,-2.2874151767534077,2.6518388347316058,0.03297014189447874
238,0,-2.2874157233752177,2.6519404144592107,0.03296791349513016
239,0,-2.287415843569037,2.6518323993902255,0.03292355848922781
240,0,-2.287413242154761,2.6517678390481803,0.033085032418094434
241,0,-2.2874099946807696,2.6517076051092245,0.03329526633969014
242,0,-2.2873885692283884,2.6514874551959102,0.03471420452743704
243,0,-2.287376985402342,2.6513496450655887,0.03549402647897047
244,0,-2.2873442088450733,2.6511029829197366,0.03763127026446128
245,0,-2.2873099458687713,2.6506901923662327,0.03999718625173512
246,0,-2.2872759866306596,2.6504789204799826,0.0421137022747196
247,0,-2.2872783204551763,2.650349144278617,0.04218054716821259
248,0,-2.2872565638888886,2.6502122916322715,0.04353072603691292
249,0,-2.287242721817328,2.65011824463039,0.0443916703349889
250,0,-2.287234532111869,2.6499849722479354,0.045038367907642395
251,0,-2.287225433626923,2.6499358410716076,0.04557805068244468
252,0,-2.2872079638129024,2.6497592079872536,0.04676737129935498
253,0,-2.2871958961709544,2.6496949001582517,0.047470539406192065
254,0,-2.2871835976658863,2.6495675507802257,0.04831272186964777
255,0,-2.287171488022021,2.6494365528123334,0.049156884136086584
256,0,-2.2871556017770622,2.6493249217172985,0.05012770068160964
257,0,-2.287139537168647,2.6491686171701168,0.05120804007053849
258,0,-2.2871201943365844,2.6490580489512676,0.05231561980284689
259,0,-2.287102268733718,2.6489590329189094,0.05332345558427888
260,0,-2.2870856001740054,2.6487224124071793,0.054632725065053185
261,0,-2.28706285335196,2.648542433224017,0.05604633919419133
262,0,-2.2870330306724584,2.6483674908629893,0.05771547555657205
263,0,-2.2870123583423196,2.6481064746014606,0.059274091643017245
264,0,-2.286973418701891,2.6477869081851972,0.06170434878252782
265,0,-2.286945090457717,2.6475786034218833,0.06338801212826077
266,0,-2.2869082835248804,2.6472633027370445,0.06571265495071912
267,0,-2.286861380701941,2.6469015750989597,0.06852971479099539
268,0,-2.286812220198489,2.646477437037915,0.07163062997666317
269,0,-2.2867541624080983,2.6460226358758776,0.07511437660283089
270,0,-2.286685703687469,2.6455100673486376,0.07910948536503785
271,0,-2.2866075144613447,2.644851780102261,0.08394410647348055
272,0,-2.2865144492995753,2.6442433908658733,0.0889432098344364
273,0,-2.286404373697722,2.6435182283945986,0.09481399476035587
274,0,-2.286290857627473,2.6427239244050553,0.10102027393880543
275,0,-2.2861583714385385,2.641881192410991,0.10782197981918389
276,0,-2.2860130064064945,2.6409911336433756,0.11505036968721231
277,0,-2.2858501465903247,2.640050637857584,0.12279371840620686
278,0,-2.2856662569863078,2.6390543515929386,0.131116676760837
279,0,-2.2854710966443132,2.637887333185585,0.1404229393115463
280,0,-2.285273034471418,2.636544342878627,0.15066078385240966
281,0,-2.285076005494239,2.6350168275289025,0.16190262325549357
282,0,-2.2849300466682885,2.633232414802708,0.1739816744404167
